cluster,calories,carbs,protein,fat,fiber,iauc_libre,delta_libre,variability_libre
0,310.84300341296927,29.799590443686007,19.669795221843003,10.651237201365188,4.058481228668942,1483.4755874998334,24.987144482366325,10.69950706688168
1,500.97381889763784,59.539370078740156,27.088976377952758,16.629232283464567,2.473622047244094,5900.9942887113475,103.67060367454067,34.194360581642755
2,796.3979999999999,76.14946666666667,39.10922222222223,32.95433333333334,6.473333333333334,2420.9631485143586,38.68207407407407,13.820319887751651
